Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01330,Grapes,1992,1992,7021,Annual value,LCU,17250,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01330,Grapes,1993,1993,7021,Annual value,LCU,21250,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01330,Grapes,1994,1994,7021,Annual value,LCU,30000,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01330,Grapes,1995,1995,7021,Annual value,LCU,30250,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01330,Grapes,1996,1996,7021,Annual value,LCU,26250,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01330,Grapes,1997,1997,7021,Annual value,LCU,22175,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01330,Grapes,1998,1998,7021,Annual value,LCU,27500,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01330,Grapes,1999,1999,7021,Annual value,LCU,28250,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01330,Grapes,2000,2000,7021,Annual value,LCU,30625,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01330,Grapes,2002,2002,7021,Annual value,LCU,36750,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01330,Grapes,2003,2003,7021,Annual value,LCU,34675,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01330,Grapes,2004,2004,7021,Annual value,LCU,35110,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01330,Grapes,2005,2005,7021,Annual value,LCU,35650,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01330,Grapes,2006,2006,7021,Annual value,LCU,42820,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01330,Grapes,2007,2007,7021,Annual value,LCU,44600,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01330,Grapes,2008,2008,7021,Annual value,LCU,46620,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01330,Grapes,2009,2009,7021,Annual value,LCU,47410,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01330,Grapes,2010,2010,7021,Annual value,LCU,49513,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01330,Grapes,2020,2020,7021,Annual value,LCU,160120,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01330,Grapes,2021,2021,7021,Annual value,LCU,157234.4,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01330,Grapes,2022,2022,7021,Annual value,LCU,206343.9,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01330,Grapes,2022,2022,7007,July,LCU,186161.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01330,Grapes,2022,2022,7008,August,LCU,166786.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01330,Grapes,2022,2022,7009,September,LCU,208419.3,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01330,Grapes,2022,2022,7010,October,LCU,264008.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01330,Grapes,2023,2023,7021,Annual value,LCU,238857.1,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01330,Grapes,2023,2023,7007,July,LCU,374804.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01330,Grapes,2023,2023,7008,August,LCU,165582,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01330,Grapes,2023,2023,7009,September,LCU,185727,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01330,Grapes,2023,2023,7010,October,LCU,229314.8,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,1991,1991,7021,Annual value,LCU,13226,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,1992,1992,7021,Annual value,LCU,9023,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,1993,1993,7021,Annual value,LCU,14977,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,1994,1994,7021,Annual value,LCU,17597,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,1995,1995,7021,Annual value,LCU,14298,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,1996,1996,7021,Annual value,LCU,12861,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,1997,1997,7021,Annual value,LCU,21885,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,1998,1998,7021,Annual value,LCU,11326,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,1999,1999,7021,Annual value,LCU,17406,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2000,2000,7021,Annual value,LCU,16361,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2002,2002,7021,Annual value,LCU,19050,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2003,2003,7021,Annual value,LCU,18800,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2004,2004,7021,Annual value,LCU,27385,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2005,2005,7021,Annual value,LCU,37298,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2006,2006,7021,Annual value,LCU,42000,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2007,2007,7021,Annual value,LCU,48000,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2008,2008,7021,Annual value,LCU,52000,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2009,2009,7021,Annual value,LCU,105000,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2010,2010,7021,Annual value,LCU,160000,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2020,2020,7021,Annual value,LCU,211945.8,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2021,2021,7021,Annual value,LCU,180006.6,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2022,2022,7021,Annual value,LCU,263260.1,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2022,2022,7001,January,LCU,234960.8,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2022,2022,7002,February,LCU,292293.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2022,2022,7003,March,LCU,270284.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2022,2022,7004,April,LCU,237169,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2022,2022,7005,May,LCU,240844.3,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2022,2022,7006,June,LCU,243968.3,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2022,2022,7007,July,LCU,257816.3,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2022,2022,7008,August,LCU,272867.8,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2022,2022,7009,September,LCU,281126.3,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2022,2022,7010,October,LCU,271519.3,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2022,2022,7011,November,LCU,278388.3,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2022,2022,7012,December,LCU,277883.3,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2023,2023,7021,Annual value,LCU,342463.4,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2023,2023,7001,January,LCU,303313.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2023,2023,7002,February,LCU,389980,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2023,2023,7003,March,LCU,296683.8,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2023,2023,7004,April,LCU,268727,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2023,2023,7005,May,LCU,266782.8,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2023,2023,7006,June,LCU,262461.3,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2023,2023,7007,July,LCU,280494.3,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2023,2023,7008,August,LCU,334905,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2023,2023,7009,September,LCU,367859.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2023,2023,7010,October,LCU,422346.8,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2023,2023,7011,November,LCU,428006,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01252,Green garlic,2023,2023,7012,December,LCU,488001.3,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0142,Groundnuts,1991,1991,7021,Annual value,LCU,10325,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0142,Groundnuts,1992,1992,7021,Annual value,LCU,13400,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0142,Groundnuts,1993,1993,7021,Annual value,LCU,14875,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0142,Groundnuts,1994,1994,7021,Annual value,LCU,19775,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0142,Groundnuts,1998,1998,7021,Annual value,LCU,22500,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0142,Groundnuts,1999,1999,7021,Annual value,LCU,26250,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0142,Groundnuts,2000,2000,7021,Annual value,LCU,28775,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0142,Groundnuts,2002,2002,7021,Annual value,LCU,26250,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0142,Groundnuts,2003,2003,7021,Annual value,LCU,29075,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0142,Groundnuts,2004,2004,7021,Annual value,LCU,31000,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0142,Groundnuts,2005,2005,7021,Annual value,LCU,33000,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0142,Groundnuts,2006,2006,7021,Annual value,LCU,36000,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0142,Groundnuts,2007,2007,7021,Annual value,LCU,37000,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0142,Groundnuts,2008,2008,7021,Annual value,LCU,38000,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0142,Groundnuts,2009,2009,7021,Annual value,LCU,42300,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0142,Groundnuts,2010,2010,7021,Annual value,LCU,48500,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01322,Lemons & Limes,1991,1991,7021,Annual value,LCU,13625,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01322,Lemons & Limes,1992,1992,7021,Annual value,LCU,12525,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01322,Lemons & Limes,1993,1993,7021,Annual value,LCU,21875,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01322,Lemons & Limes,1994,1994,7021,Annual value,LCU,22125,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01322,Lemons & Limes,1995,1995,7021,Annual value,LCU,17850,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01322,Lemons & Limes,1996,1996,7021,Annual value,LCU,18750,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01322,Lemons & Limes,1997,1997,7021,Annual value,LCU,20250,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01322,Lemons & Limes,1998,1998,7021,Annual value,LCU,20750,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01322,Lemons & Limes,1999,1999,7021,Annual value,LCU,21225,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01322,Lemons & Limes,2000,2000,7021,Annual value,LCU,23450,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01322,Lemons & Limes,2002,2002,7021,Annual value,LCU,19650,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01322,Lemons & Limes,2003,2003,7021,Annual value,LCU,18375,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01322,Lemons & Limes,2004,2004,7021,Annual value,LCU,18600,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01322,Lemons & Limes,2005,2005,7021,Annual value,LCU,18900,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01322,Lemons & Limes,2006,2006,7021,Annual value,LCU,19300,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01322,Lemons & Limes,2007,2007,7021,Annual value,LCU,20420,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01322,Lemons & Limes,2008,2008,7021,Annual value,LCU,22320,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01322,Lemons & Limes,2009,2009,7021,Annual value,LCU,26313,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01322,Lemons & Limes,2010,2010,7021,Annual value,LCU,28415,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01704,Dry Lentils,1991,1991,7021,Annual value,LCU,7975,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01704,Dry Lentils,1992,1992,7021,Annual value,LCU,6050,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01704,Dry Lentils,1993,1993,7021,Annual value,LCU,5700,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01704,Dry Lentils,1994,1994,7021,Annual value,LCU,5275,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01704,Dry Lentils,1995,1995,7021,Annual value,LCU,8775,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01704,Dry Lentils,1996,1996,7021,Annual value,LCU,12175,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01704,Dry Lentils,1997,1997,7021,Annual value,LCU,10575,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01704,Dry Lentils,1998,1998,7021,Annual value,LCU,9225,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01704,Dry Lentils,1999,1999,7021,Annual value,LCU,8050,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01704,Dry Lentils,2000,2000,7021,Annual value,LCU,8450,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01704,Dry Lentils,2002,2002,7021,Annual value,LCU,24260,X,Figure from international organizations
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01704,Dry Lentils,2003,2003,7021,Annual value,LCU,26325,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01704,Dry Lentils,2004,2004,7021,Annual value,LCU,26700,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01704,Dry Lentils,2005,2005,7021,Annual value,LCU,26900,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01441,Linseed,1997,1997,7021,Annual value,LCU,14675,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01441,Linseed,1998,1998,7021,Annual value,LCU,19475,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01441,Linseed,1999,1999,7021,Annual value,LCU,19725,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01441,Linseed,2000,2000,7021,Annual value,LCU,19875,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01441,Linseed,2002,2002,7021,Annual value,LCU,9450,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01441,Linseed,2003,2003,7021,Annual value,LCU,21625,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01441,Linseed,2004,2004,7021,Annual value,LCU,21800,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01441,Linseed,2005,2005,7021,Annual value,LCU,22000,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,1991,1991,7021,Annual value,LCU,4589,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,1992,1992,7021,Annual value,LCU,4557,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,1993,1993,7021,Annual value,LCU,4562,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,1994,1994,7021,Annual value,LCU,5679,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,1995,1995,7021,Annual value,LCU,6626,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,1996,1996,7021,Annual value,LCU,7147,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,1997,1997,7021,Annual value,LCU,8558,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,1998,1998,7021,Annual value,LCU,8720,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,1999,1999,7021,Annual value,LCU,8119,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2000,2000,7021,Annual value,LCU,8016,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2001,2001,7021,Annual value,LCU,8258,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2002,2002,7021,Annual value,LCU,8400,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2003,2003,7021,Annual value,LCU,8825,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2004,2004,7021,Annual value,LCU,10096,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2005,2005,7021,Annual value,LCU,10115,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2006,2006,7021,Annual value,LCU,11000,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2007,2007,7021,Annual value,LCU,11500,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2008,2008,7021,Annual value,LCU,11800,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2009,2009,7021,Annual value,LCU,17824,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2010,2010,7021,Annual value,LCU,19504,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2020,2020,7021,Annual value,LCU,39293.4,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2021,2021,7021,Annual value,LCU,45853.9,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2022,2022,7021,Annual value,LCU,58035.2,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2022,2022,7001,January,LCU,45641,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2022,2022,7002,February,LCU,45668,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2022,2022,7003,March,LCU,47564.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2022,2022,7004,April,LCU,48278.3,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2022,2022,7005,May,LCU,51918.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2022,2022,7006,June,LCU,62006,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2022,2022,7007,July,LCU,63291.3,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2022,2022,7008,August,LCU,62201.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2022,2022,7009,September,LCU,64779,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2022,2022,7010,October,LCU,68400,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2022,2022,7011,November,LCU,67262,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2022,2022,7012,December,LCU,69412.8,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2023,2023,7021,Annual value,LCU,77543.4,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2023,2023,7001,January,LCU,72146.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2023,2023,7002,February,LCU,82526.8,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2023,2023,7003,March,LCU,84864.2,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2023,2023,7004,April,LCU,84436.2,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2023,2023,7005,May,LCU,90036,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2023,2023,7006,June,LCU,84849,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2023,2023,7007,July,LCU,83886.2,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2023,2023,7008,August,LCU,76745.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2023,2023,7009,September,LCU,75535,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2023,2023,7010,October,LCU,65617,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2023,2023,7011,November,LCU,66904.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0112,Maize,2023,2023,7012,December,LCU,62974,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,1991,1991,7021,Annual value,LCU,8925,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,1992,1992,7021,Annual value,LCU,8100,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,1993,1993,7021,Annual value,LCU,10725,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,1994,1994,7021,Annual value,LCU,10475,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,1995,1995,7021,Annual value,LCU,11675,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,1996,1996,7021,Annual value,LCU,15075,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,1997,1997,7021,Annual value,LCU,14875,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,1998,1998,7021,Annual value,LCU,14350,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,1999,1999,7021,Annual value,LCU,13250,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,2000,2000,7021,Annual value,LCU,17500,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,2002,2002,7021,Annual value,LCU,16750,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,2003,2003,7021,Annual value,LCU,18625,A,Official figure
